"","Camera.ID","Date","Species","Number"
"5973","Research_CL_1_Cam_1","12/24/2022","Armadillo",1
"5974","Research_CL_1_Cam_1","12/25/2022","Raccoon",1
"5975","Research_CL_1_Cam_1","12/25/2022","Armadillo",1
"5976","Research_CL_1_Cam_1","12/26/2022","White-tailed Deer",1
"5977","Research_CL_1_Cam_1","12/26/2022","White-tailed Deer",2
"5978","Research_CL_1_Cam_1","12/26/2022","White-tailed Deer",1
"5979","Research_CL_1_Cam_1","12/26/2022","Raccoon",1
"5980","Research_CL_1_Cam_1","12/26/2022","Raccoon",1
"5981","Research_CL_1_Cam_1","12/27/2022","White-tailed Deer",1
"5982","Research_CL_1_Cam_1","12/27/2022","White-tailed Deer",1
"5983","Research_CL_1_Cam_1","12/27/2022","Raccoon",1
"5984","Research_CL_1_Cam_1","12/27/2022","Raccoon",1
"5985","Research_CL_1_Cam_1","12/27/2022","Raccoon",1
"5986","Research_CL_1_Cam_1","12/28/2022","White-tailed Deer",1
"5987","Research_CL_1_Cam_1","12/28/2022","White-tailed Deer",5
"5988","Research_CL_1_Cam_1","12/29/2022","White-tailed Deer",1
"5989","Research_CL_1_Cam_1","12/29/2022","Opossum",1
"5990","Research_CL_1_Cam_1","12/29/2022","Armadillo",1
"5991","Research_CL_1_Cam_1","12/29/2022","Opossum",1
"5992","Research_CL_1_Cam_1","12/29/2022","Opossum",1
"5993","Research_CL_1_Cam_1","12/29/2022","Armadillo",1
"5994","Research_CL_1_Cam_1","12/29/2022","Armadillo",1
"5995","Research_CL_1_Cam_1","12/30/2022","White-tailed Deer",3
"5996","Research_CL_1_Cam_1","12/30/2022","White-tailed Deer",1
"5997","Research_CL_1_Cam_1","12/30/2022","White-tailed Deer",1
"5998","Research_CL_1_Cam_1","12/30/2022","Cottontail",1
"5999","Research_CL_1_Cam_1","12/30/2022","Cottontail",1
"6000","Research_CL_1_Cam_1","12/31/2022","Cottontail",1
"6001","Research_CL_1_Cam_1","12/31/2022","Cottontail",1
"6002","Research_CL_1_Cam_1","12/31/2022","Gray Squirrel",1
"6003","Research_CL_1_Cam_1","1/1/2023","Armadillo",1
"6004","Research_CL_1_Cam_1","1/1/2023","Armadillo",1
"6005","Research_CL_1_Cam_1","1/1/2023","Armadillo",1
"6006","Research_CL_1_Cam_1","1/1/2023","Cottontail",1
"6007","Research_CL_1_Cam_1","1/2/2023","Opossum",1
"6008","Research_CL_1_Cam_1","1/2/2023","Armadillo",1
"6009","Research_CL_1_Cam_1","1/2/2023","Coyote",1
"6010","Research_CL_1_Cam_1","1/2/2023","Raccoon",1
"6011","Research_CL_1_Cam_1","1/2/2023","Armadillo",1
"6012","Research_CL_1_Cam_1","1/2/2023","White-tailed Deer",3
"6013","Research_CL_1_Cam_1","1/3/2023","White-tailed Deer",1
"6014","Research_CL_1_Cam_1","1/3/2023","Bobcat",1
"6015","Research_CL_1_Cam_1","1/3/2023","Cottontail",1
"6016","Research_CL_1_Cam_1","1/3/2023","Coyote",1
"6017","Research_CL_1_Cam_1","1/3/2023","Bobcat",1
"6018","Research_CL_1_Cam_1","1/3/2023","Coyote",1
"6019","Research_CL_1_Cam_1","1/3/2023","Armadillo",1
"6020","Research_CL_1_Cam_1","1/3/2023","Armadillo",1
"6021","Research_CL_1_Cam_1","1/3/2023","Armadillo",1
"6022","Research_CL_1_Cam_1","1/3/2023","Armadillo",1
"6023","Research_CL_1_Cam_1","1/3/2023","Armadillo",1
"6024","Research_CL_1_Cam_1","1/4/2023","Coyote",1
"6025","Research_CL_1_Cam_1","1/4/2023","White-tailed Deer",1
"6026","Research_CL_1_Cam_1","1/4/2023","White-tailed Deer",1
"6027","Research_CL_1_Cam_1","1/4/2023","White-tailed Deer",1
"6028","Research_CL_1_Cam_1","1/4/2023","White-tailed Deer",1
"6029","Research_CL_1_Cam_1","1/4/2023","White-tailed Deer",1
"6030","Research_CL_1_Cam_1","1/4/2023","Coyote",1
"6031","Research_CL_1_Cam_1","1/4/2023","Cottontail",1
"6032","Research_CL_1_Cam_1","1/4/2023","Cottontail",1
"6033","Research_CL_1_Cam_1","1/5/2023","Cottontail",1
"6034","Research_CL_1_Cam_1","1/5/2023","Coyote",1
"6035","Research_CL_1_Cam_1","1/5/2023","Armadillo",1
"6036","Research_CL_1_Cam_1","1/6/2023","Cottontail",1
"6037","Research_CL_1_Cam_1","1/7/2023","Opossum",1
"6038","Research_CL_1_Cam_1","1/8/2023","Cottontail",1
"6039","Research_CL_1_Cam_1","1/8/2023","White-tailed Deer",1
"6040","Research_CL_1_Cam_1","1/9/2023","White-tailed Deer",1
"6041","Research_CL_1_Cam_1","1/9/2023","White-tailed Deer",1
"6042","Research_CL_1_Cam_1","1/9/2023","Cottontail",1
"6043","Research_CL_1_Cam_1","1/9/2023","White-tailed Deer",2
"6044","Research_CL_1_Cam_1","1/9/2023","Armadillo",1
"6045","Research_CL_1_Cam_1","1/10/2023","White-tailed Deer",4
"6046","Research_CL_1_Cam_1","1/10/2023","Raccoon",1
"6047","Research_CL_1_Cam_1","1/10/2023","White-tailed Deer",1
"6048","Research_CL_1_Cam_1","1/10/2023","White-tailed Deer",1
"6049","Research_CL_1_Cam_1","1/10/2023","White-tailed Deer",1
"6050","Research_CL_1_Cam_1","1/11/2023","Armadillo",1
"6051","Research_CL_1_Cam_1","1/11/2023","White-tailed Deer",1
"6052","Research_CL_1_Cam_1","1/11/2023","Armadillo",1
"6053","Research_CL_1_Cam_1","1/11/2023","Opossum",1
"6054","Research_CL_1_Cam_1","1/12/2023","Coyote",1
"6055","Research_CL_1_Cam_1","1/12/2023","Armadillo",1
"6056","Research_CL_1_Cam_1","1/12/2023","Opossum",1
"6057","Research_CL_1_Cam_1","1/12/2023","Raccoon",1
"6058","Research_CL_1_Cam_1","1/12/2023","Opossum",1
"6059","Research_CL_1_Cam_1","1/13/2023","White-tailed Deer",3
"6060","Research_CL_1_Cam_1","1/13/2023","White-tailed Deer",1
"6061","Research_CL_1_Cam_1","1/13/2023","White-tailed Deer",1
"6062","Research_CL_1_Cam_1","1/13/2023","Gray Fox",1
"6063","Research_CL_1_Cam_1","1/14/2023","White-tailed Deer",1
"6064","Research_CL_1_Cam_1","1/14/2023","Raccoon",1
"6065","Research_CL_1_Cam_1","1/14/2023","Gray Fox",1
"6066","Research_CL_1_Cam_1","1/14/2023","Armadillo",1
"6067","Research_CL_1_Cam_1","1/16/2023","Armadillo",1
"6068","Research_CL_1_Cam_1","1/16/2023","Opossum",1
"6069","Research_CL_1_Cam_1","1/16/2023","Opossum",1
"6070","Research_CL_1_Cam_1","1/17/2023","White-tailed Deer",4
"6071","Research_CL_1_Cam_1","1/17/2023","Opossum",1
"6072","Research_CL_1_Cam_1","1/17/2023","Opossum",1
"6073","Research_CL_1_Cam_1","1/18/2023","White-tailed Deer",2
"6074","Research_CL_1_Cam_1","1/18/2023","Raccoon",1
"6075","Research_CL_1_Cam_1","1/18/2023","White-tailed Deer",3
"6076","Research_CL_1_Cam_1","1/18/2023","Cottontail",1
"6077","Research_CL_1_Cam_1","1/18/2023","White-tailed Deer",1
"6078","Research_CL_1_Cam_1","1/18/2023","Coyote",1
"6079","Research_CL_1_Cam_1","1/18/2023","Gray Fox",1
"6080","Research_CL_1_Cam_1","1/19/2023","White-tailed Deer",2
"6081","Research_CL_1_Cam_1","1/19/2023","White-tailed Deer",4
"6082","Research_CL_1_Cam_1","1/19/2023","White-tailed Deer",1
"6083","Research_CL_1_Cam_1","1/19/2023","Armadillo",1
"6084","Research_CL_1_Cam_1","1/19/2023","Gray Fox",1
"6085","Research_CL_1_Cam_1","1/19/2023","Gray Fox",1
"6086","Research_CL_1_Cam_1","1/20/2023","White-tailed Deer",3
"6087","Research_CL_1_Cam_1","1/20/2023","Gray Fox",1
"6088","Research_CL_1_Cam_1","1/20/2023","Bobcat",1
"6089","Research_CL_1_Cam_1","1/20/2023","Opossum",1
"6090","Research_CL_1_Cam_1","1/21/2023","Striped Skunk",1
"6091","Research_CL_1_Cam_1","1/21/2023","White-tailed Deer",1
"6092","Research_CL_1_Cam_1","1/21/2023","White-tailed Deer",1
"6093","Research_CL_1_Cam_1","1/21/2023","White-tailed Deer",1
"6094","Research_CL_1_Cam_1","1/21/2023","White-tailed Deer",1
"6095","Research_CL_1_Cam_1","1/21/2023","Cottontail",1
"6096","Research_CL_1_Cam_1","1/21/2023","Bobcat",1
"6097","Research_CL_1_Cam_1","1/21/2023","Opossum",1
"6098","Research_CL_1_Cam_1","1/22/2023","Striped Skunk",1
"6099","Research_CL_1_Cam_1","1/22/2023","Opossum",1
"6100","Research_CL_1_Cam_1","1/22/2023","White-tailed Deer",1
"6101","Research_CL_1_Cam_1","1/22/2023","Bird",1
"6102","Research_CL_1_Cam_1","1/22/2023","White-tailed Deer",2
"6103","Research_CL_1_Cam_1","1/23/2023","Gray Fox",1
"6104","Research_CL_1_Cam_1","1/23/2023","Bobcat",1
"6105","Research_CL_1_Cam_1","1/23/2023","Bobcat",1
"6106","Research_CL_1_Cam_1","1/23/2023","White-tailed Deer",1
"6107","Research_CL_1_Cam_1","1/23/2023","White-tailed Deer",1
"6108","Research_CL_1_Cam_1","1/23/2023","Opossum",1
"6109","Research_CL_1_Cam_1","1/24/2023","White-tailed Deer",1
"6110","Research_CL_1_Cam_1","1/24/2023","Striped Skunk",1
"6111","Research_CL_1_Cam_1","1/24/2023","Opossum",1
"6112","Research_CL_1_Cam_1","1/24/2023","Opossum",1
"6113","Research_CL_1_Cam_1","1/25/2023","White-tailed Deer",1
"6114","Research_CL_1_Cam_1","1/25/2023","Cottontail",1
"6115","Research_CL_1_Cam_1","1/25/2023","Cottontail",1
"6116","Research_CL_1_Cam_1","1/25/2023","White-tailed Deer",1
"6117","Research_CL_1_Cam_1","1/25/2023","White-tailed Deer",1
"6118","Research_CL_1_Cam_1","1/25/2023","White-tailed Deer",1
"6119","Research_CL_1_Cam_1","1/25/2023","Unknown",1
"6120","Research_CL_1_Cam_1","1/25/2023","White-tailed Deer",1
"6121","Research_CL_1_Cam_1","1/25/2023","Cottontail",1
"6122","Research_CL_1_Cam_1","1/25/2023","Cottontail",1
"6123","Research_CL_1_Cam_1","1/25/2023","Armadillo",1
"6124","Research_CL_1_Cam_1","1/25/2023","Armadillo",1
"6125","Research_CL_1_Cam_1","1/25/2023","Bobcat",1
"6126","Research_CL_1_Cam_1","1/26/2023","Cottontail",1
"6127","Research_CL_1_Cam_1","1/26/2023","Bird",1
"6128","Research_CL_1_Cam_1","1/26/2023","Bird",1
"6129","Research_CL_1_Cam_1","1/26/2023","Raccoon",1
"6130","Research_CL_1_Cam_1","1/26/2023","Bobcat",1
"6131","Research_CL_1_Cam_1","1/26/2023","Cottontail",1
"6132","Research_CL_1_Cam_1","1/27/2023","White-tailed Deer",3
"6133","Research_CL_1_Cam_1","1/27/2023","Bird",1
"6134","Research_CL_1_Cam_1","1/27/2023","Gray Squirrel",1
"6135","Research_CL_1_Cam_1","1/28/2023","Striped Skunk",1
"6136","Research_CL_1_Cam_1","1/28/2023","Cottontail",1
"6137","Research_CL_1_Cam_1","1/28/2023","Gray Squirrel",1
"6138","Research_CL_1_Cam_1","1/28/2023","Raccoon",1
"6139","Research_CL_1_Cam_1","1/28/2023","Raccoon",1
"6140","Research_CL_1_Cam_1","1/28/2023","Opossum",1
"6141","Research_CL_1_Cam_1","1/28/2023","Opossum",1
"6142","Research_CL_1_Cam_1","1/28/2023","White-tailed Deer",1
"6143","Research_CL_1_Cam_1","1/29/2023","Raccoon",1
"6144","Research_CL_1_Cam_1","1/29/2023","Cottontail",1
"6145","Research_CL_1_Cam_1","1/29/2023","Opossum",1
"6146","Research_CL_1_Cam_1","1/29/2023","Unknown",1
"6147","Research_CL_1_Cam_1","1/29/2023","Armadillo",1
"6148","Research_CL_1_Cam_1","1/29/2023","White-tailed Deer",1
"6149","Research_CL_1_Cam_1","1/29/2023","White-tailed Deer",1
"6150","Research_CL_1_Cam_1","1/29/2023","White-tailed Deer",1
"6151","Research_CL_1_Cam_1","1/29/2023","White-tailed Deer",1
"6152","Research_CL_1_Cam_1","1/29/2023","White-tailed Deer",1
"6153","Research_CL_1_Cam_1","1/29/2023","Cottontail",1
"6154","Research_CL_1_Cam_1","1/29/2023","Gray Fox",1
"6155","Research_CL_1_Cam_1","1/30/2023","Opossum",1
"6156","Research_CL_1_Cam_1","1/30/2023","Gray Fox",1
"6157","Research_CL_1_Cam_1","1/30/2023","White-tailed Deer",4
"6158","Research_CL_1_Cam_1","1/30/2023","White-tailed Deer",1
"6159","Research_CL_1_Cam_1","1/30/2023","White-tailed Deer",1
"6160","Research_CL_1_Cam_1","1/30/2023","White-tailed Deer",2
"6161","Research_CL_1_Cam_1","1/30/2023","Cottontail",1
"6162","Research_CL_1_Cam_1","1/31/2023","Cottontail",1
"6163","Research_CL_1_Cam_1","1/31/2023","White-tailed Deer",1
"6164","Research_CL_1_Cam_1","2/1/2023","White-tailed Deer",1
"6165","Research_CL_1_Cam_1","2/1/2023","White-tailed Deer",1
"6166","Research_CL_1_Cam_1","2/1/2023","White-tailed Deer",1
"6167","Research_CL_1_Cam_1","2/1/2023","White-tailed Deer",1
"6168","Research_CL_1_Cam_1","2/1/2023","White-tailed Deer",1
"6169","Research_CL_1_Cam_1","2/1/2023","White-tailed Deer",1
"6170","Research_CL_1_Cam_1","2/1/2023","Fox Squirrel",1
"6171","Research_CL_1_Cam_1","2/1/2023","White-tailed Deer",1
"6172","Research_CL_1_Cam_1","2/1/2023","White-tailed Deer",1
"6173","Research_CL_1_Cam_1","2/1/2023","Armadillo",1
"6174","Research_CL_1_Cam_1","2/1/2023","Opossum",1
"6175","Research_CL_1_Cam_1","2/1/2023","White-tailed Deer",2
"6176","Research_CL_1_Cam_1","2/2/2023","White-tailed Deer",1
"6177","Research_CL_1_Cam_1","2/2/2023","Striped Skunk",1
"6178","Research_CL_1_Cam_1","2/2/2023","Cottontail",1
"6179","Research_CL_1_Cam_1","2/3/2023","White-tailed Deer",1
"6180","Research_CL_1_Cam_1","2/3/2023","Cottontail",1
"6181","Research_CL_1_Cam_1","2/3/2023","Armadillo",1
"6182","Research_CL_1_Cam_1","2/3/2023","Armadillo",1
"6183","Research_CL_1_Cam_1","2/3/2023","Armadillo",1
"6184","Research_CL_1_Cam_2","12/2/2022","Armadillo",1
"6185","Research_CL_1_Cam_2","12/2/2022","Armadillo",1
"6186","Research_CL_1_Cam_2","12/2/2022","Armadillo",1
"6187","Research_CL_1_Cam_2","12/2/2022","Armadillo",1
"6188","Research_CL_1_Cam_2","12/2/2022","Armadillo",1
"6189","Research_CL_1_Cam_2","12/2/2022","Armadillo",1
"6190","Research_CL_1_Cam_2","12/2/2022","Armadillo",1
"6191","Research_CL_1_Cam_2","12/3/2022","Raccoon",1
"6192","Research_CL_1_Cam_2","12/3/2022","Armadillo",1
"6193","Research_CL_1_Cam_2","12/3/2022","Armadillo",1
"6194","Research_CL_1_Cam_2","12/3/2022","Opossum",1
"6195","Research_CL_1_Cam_2","12/3/2022","Raccoon",1
"6196","Research_CL_1_Cam_2","12/3/2022","Opossum",1
"6197","Research_CL_1_Cam_2","12/3/2022","Armadillo",1
"6198","Research_CL_1_Cam_2","12/3/2022","Armadillo",1
"6199","Research_CL_1_Cam_2","12/4/2022","Raccoon",1
"6200","Research_CL_1_Cam_2","12/4/2022","Armadillo",1
"6201","Research_CL_1_Cam_2","12/4/2022","Armadillo",1
"6202","Research_CL_1_Cam_2","12/4/2022","Armadillo",1
"6203","Research_CL_1_Cam_2","12/5/2022","Cottontail",1
"6204","Research_CL_1_Cam_2","12/5/2022","Gray Fox",1
"6205","Research_CL_1_Cam_2","12/5/2022","Armadillo",1
"6206","Research_CL_1_Cam_2","12/6/2022","Armadillo",1
"6207","Research_CL_1_Cam_2","12/6/2022","Armadillo",1
"6208","Research_CL_1_Cam_2","12/6/2022","Armadillo",1
"6209","Research_CL_1_Cam_2","12/7/2022","Armadillo",1
"6210","Research_CL_1_Cam_2","12/8/2022","Armadillo",1
"6211","Research_CL_1_Cam_2","12/8/2022","Armadillo",1
"6212","Research_CL_1_Cam_2","12/8/2022","Raccoon",1
"6213","Research_CL_1_Cam_2","12/8/2022","Armadillo",1
"6214","Research_CL_1_Cam_2","12/8/2022","Armadillo",1
"6215","Research_CL_1_Cam_2","12/8/2022","Armadillo",1
"6216","Research_CL_1_Cam_2","12/8/2022","Armadillo",1
"6217","Research_CL_1_Cam_2","12/9/2022","Opossum",1
"6218","Research_CL_1_Cam_2","12/9/2022","Raccoon",1
"6219","Research_CL_1_Cam_2","12/9/2022","Armadillo",1
"6220","Research_CL_1_Cam_2","12/9/2022","Armadillo",1
"6221","Research_CL_1_Cam_2","12/9/2022","Armadillo",1
"6222","Research_CL_1_Cam_2","12/9/2022","Armadillo",1
"6223","Research_CL_1_Cam_2","12/10/2022","Armadillo",1
"6224","Research_CL_1_Cam_2","12/10/2022","Armadillo",1
"6225","Research_CL_1_Cam_2","12/10/2022","Gray Fox",1
"6226","Research_CL_1_Cam_2","12/10/2022","Opossum",1
"6227","Research_CL_1_Cam_2","12/10/2022","Armadillo",1
"6228","Research_CL_1_Cam_2","12/10/2022","Armadillo",1
"6229","Research_CL_1_Cam_2","12/10/2022","Armadillo",1
"6230","Research_CL_1_Cam_2","12/11/2022","Armadillo",1
"6231","Research_CL_1_Cam_2","12/11/2022","Armadillo",1
"6232","Research_CL_1_Cam_2","12/11/2022","Armadillo",1
"6233","Research_CL_1_Cam_2","12/12/2022","Raccoon",1
"6234","Research_CL_1_Cam_2","12/12/2022","Raccoon",1
"6235","Research_CL_1_Cam_2","12/12/2022","Raccoon",1
"6236","Research_CL_1_Cam_2","12/12/2022","Bobcat",1
"6237","Research_CL_1_Cam_2","12/12/2022","Bobcat",1
"6238","Research_CL_1_Cam_2","12/12/2022","Armadillo",1
"6239","Research_CL_1_Cam_2","12/12/2022","Armadillo",1
"6240","Research_CL_1_Cam_2","12/12/2022","Armadillo",1
"6241","Research_CL_1_Cam_2","12/12/2022","Armadillo",1
"6242","Research_CL_1_Cam_2","12/12/2022","Armadillo",1
"6243","Research_CL_1_Cam_2","12/12/2022","Armadillo",1
"6244","Research_CL_1_Cam_2","12/12/2022","Armadillo",1
"6245","Research_CL_1_Cam_2","12/13/2022","Opossum",1
"6246","Research_CL_1_Cam_2","12/14/2022","Armadillo",1
"6247","Research_CL_1_Cam_2","12/14/2022","Armadillo",1
"6248","Research_CL_1_Cam_2","12/14/2022","Armadillo",1
"6249","Research_CL_1_Cam_2","12/14/2022","Armadillo",1
"6250","Research_CL_1_Cam_2","12/14/2022","Opossum",1
"6251","Research_CL_1_Cam_2","12/16/2022","Armadillo",1
"6252","Research_CL_1_Cam_2","12/16/2022","Opossum",1
"6253","Research_CL_1_Cam_2","12/16/2022","Armadillo",1
"6254","Research_CL_1_Cam_2","12/16/2022","Armadillo",1
"6255","Research_CL_1_Cam_2","12/17/2022","Opossum",1
"6256","Research_CL_1_Cam_2","12/17/2022","Raccoon",1
"6257","Research_CL_1_Cam_2","12/17/2022","Armadillo",1
"6258","Research_CL_1_Cam_2","12/17/2022","Armadillo",1
"6259","Research_CL_1_Cam_2","12/17/2022","Armadillo",1
"6260","Research_CL_1_Cam_2","12/18/2022","Raccoon",1
"6261","Research_CL_1_Cam_2","12/18/2022","Armadillo",1
"6262","Research_CL_1_Cam_2","12/18/2022","Armadillo",1
"6263","Research_CL_1_Cam_2","12/18/2022","Armadillo",1
"6264","Research_CL_1_Cam_2","12/18/2022","Striped Skunk",1
"6265","Research_CL_1_Cam_2","12/19/2022","Raccoon",1
"6266","Research_CL_1_Cam_2","12/19/2022","Armadillo",1
"6267","Research_CL_1_Cam_2","12/19/2022","Opossum",1
"6268","Research_CL_1_Cam_2","12/19/2022","Opossum",1
"6269","Research_CL_1_Cam_2","12/19/2022","Opossum",1
"6270","Research_CL_1_Cam_2","12/19/2022","Armadillo",1
"6271","Research_CL_1_Cam_2","12/20/2022","Coyote",1
"6272","Research_CL_1_Cam_2","12/20/2022","Coyote",1
"6273","Research_CL_1_Cam_2","12/20/2022","Armadillo",1
"6274","Research_CL_1_Cam_2","12/20/2022","Armadillo",1
"6275","Research_CL_1_Cam_2","12/20/2022","Armadillo",1
"6276","Research_CL_1_Cam_2","12/21/2022","Armadillo",1
"6277","Research_CL_1_Cam_2","12/21/2022","Coyote",1
"6278","Research_CL_1_Cam_2","12/22/2022","Raccoon",1
"6279","Research_CL_1_Cam_2","12/23/2022","Armadillo",1
"6280","Research_CL_1_Cam_2","12/23/2022","Coyote",1
"6281","Research_CL_1_Cam_2","12/24/2022","Gray Fox",1
"6282","Research_CL_1_Cam_2","12/24/2022","Armadillo",1
"6283","Research_CL_1_Cam_2","12/25/2022","Gray Fox",1
"6284","Research_CL_1_Cam_2","12/26/2022","Armadillo",1
"6285","Research_CL_1_Cam_2","12/26/2022","Armadillo",1
"6286","Research_CL_1_Cam_2","12/26/2022","Opossum",1
"6287","Research_CL_1_Cam_2","12/26/2022","Armadillo",1
"6288","Research_CL_1_Cam_2","12/26/2022","Armadillo",1
"6289","Research_CL_1_Cam_2","12/26/2022","Armadillo",1
"6290","Research_CL_1_Cam_2","12/27/2022","Bird",1
"6291","Research_CL_1_Cam_2","12/27/2022","Armadillo",1
"6292","Research_CL_1_Cam_2","12/27/2022","Armadillo",1
"6293","Research_CL_1_Cam_2","12/27/2022","Armadillo",1
"6294","Research_CL_1_Cam_2","12/28/2022","Armadillo",1
"6295","Research_CL_1_Cam_2","12/29/2022","Armadillo",1
"6296","Research_CL_1_Cam_2","12/29/2022","Opossum",1
"6297","Research_CL_1_Cam_2","12/29/2022","Armadillo",1
"6298","Research_CL_1_Cam_2","12/29/2022","Armadillo",1
"6299","Research_CL_1_Cam_2","12/29/2022","Armadillo",1
"6300","Research_CL_1_Cam_2","12/29/2022","Opossum",1
"6301","Research_CL_1_Cam_2","12/29/2022","Cottontail",1
"6302","Research_CL_1_Cam_2","12/29/2022","Opossum",1
"6303","Research_CL_1_Cam_2","12/29/2022","Armadillo",1
"6304","Research_CL_1_Cam_2","12/30/2022","Armadillo",1
"6305","Research_CL_1_Cam_2","12/30/2022","Opossum",1
"6306","Research_CL_1_Cam_2","12/30/2022","Armadillo",1
"6307","Research_CL_1_Cam_2","12/30/2022","Cottontail",1
"6308","Research_CL_1_Cam_2","12/30/2022","Cottontail",1
"6309","Research_CL_1_Cam_2","12/30/2022","Opossum",2
"6310","Research_CL_1_Cam_2","12/30/2022","Opossum",1
"6311","Research_CL_1_Cam_2","12/30/2022","Opossum",1
"6312","Research_CL_1_Cam_2","12/30/2022","Opossum",1
"6313","Research_CL_1_Cam_2","12/30/2022","Opossum",1
"6314","Research_CL_1_Cam_2","12/30/2022","Armadillo",1
"6315","Research_CL_1_Cam_2","12/30/2022","Armadillo",1
"6316","Research_CL_1_Cam_2","12/30/2022","Opossum",1
"6317","Research_CL_1_Cam_2","12/31/2022","Armadillo",1
"6318","Research_CL_1_Cam_2","12/31/2022","Armadillo",1
"6319","Research_CL_1_Cam_2","12/31/2022","Armadillo",1
"6320","Research_CL_1_Cam_2","12/31/2022","Opossum",1
"6321","Research_CL_1_Cam_2","12/31/2022","Armadillo",1
"6322","Research_CL_1_Cam_2","12/31/2022","Armadillo",1
"6323","Research_CL_1_Cam_2","12/31/2022","Armadillo",1
"6324","Research_CL_1_Cam_2","1/1/2023","Armadillo",1
"6325","Research_CL_1_Cam_2","1/1/2023","Armadillo",1
"6326","Research_CL_1_Cam_2","1/1/2023","Armadillo",1
"6327","Research_CL_1_Cam_2","1/1/2023","Armadillo",1
"6328","Research_CL_1_Cam_2","1/1/2023","Opossum",1
"6329","Research_CL_1_Cam_2","1/1/2023","Armadillo",1
"6330","Research_CL_1_Cam_2","1/1/2023","Armadillo",1
"6331","Research_CL_1_Cam_2","1/2/2023","Armadillo",1
"6332","Research_CL_1_Cam_2","1/2/2023","Armadillo",1
"6333","Research_CL_1_Cam_2","1/2/2023","Armadillo",1
"6334","Research_CL_1_Cam_2","1/2/2023","Opossum",1
"6335","Research_CL_1_Cam_2","1/2/2023","Opossum",1
"6336","Research_CL_1_Cam_2","1/2/2023","Opossum",1
"6337","Research_CL_1_Cam_2","1/2/2023","Coyote",1
"6338","Research_CL_1_Cam_2","1/3/2023","Armadillo",1
"6339","Research_CL_1_Cam_2","1/3/2023","Armadillo",1
"6340","Research_CL_1_Cam_2","1/3/2023","Coyote",1
"6341","Research_CL_1_Cam_2","1/3/2023","Opossum",1
"6342","Research_CL_1_Cam_2","1/3/2023","Bobcat",2
"6343","Research_CL_1_Cam_2","1/3/2023","Opossum",1
"6344","Research_CL_1_Cam_2","1/3/2023","Armadillo",1
"6345","Research_CL_1_Cam_2","1/4/2023","Armadillo",1
"6346","Research_CL_1_Cam_2","1/4/2023","Opossum",1
"6347","Research_CL_1_Cam_2","1/5/2023","Opossum",1
"6348","Research_CL_1_Cam_2","1/5/2023","Armadillo",1
"6349","Research_CL_1_Cam_2","1/5/2023","Armadillo",1
"6350","Research_CL_1_Cam_2","1/5/2023","Armadillo",1
"6351","Research_CL_1_Cam_2","1/5/2023","Armadillo",1
"6352","Research_CL_1_Cam_2","1/6/2023","Armadillo",1
"6353","Research_CL_1_Cam_2","1/6/2023","Armadillo",1
"6354","Research_CL_1_Cam_2","1/6/2023","Armadillo",1
"6355","Research_CL_1_Cam_2","1/7/2023","Opossum",1
"6356","Research_CL_1_Cam_2","1/7/2023","Opossum",1
"6357","Research_CL_1_Cam_2","1/7/2023","Opossum",1
"6358","Research_CL_1_Cam_2","1/7/2023","Armadillo",1
"6359","Research_CL_1_Cam_2","1/7/2023","Armadillo",1
"6360","Research_CL_1_Cam_2","1/7/2023","Raccoon",1
"6361","Research_CL_1_Cam_2","1/8/2023","Armadillo",1
"6362","Research_CL_1_Cam_2","1/8/2023","Raccoon",1
"6363","Research_CL_1_Cam_2","1/8/2023","Armadillo",1
"6364","Research_CL_1_Cam_2","1/8/2023","Armadillo",1
"6365","Research_CL_1_Cam_2","1/8/2023","Armadillo",1
"6366","Research_CL_1_Cam_2","1/9/2023","Striped Skunk",1
"6367","Research_CL_1_Cam_2","1/9/2023","Armadillo",1
"6368","Research_CL_1_Cam_2","1/9/2023","Gray Fox",1
"6369","Research_CL_1_Cam_2","1/9/2023","Armadillo",1
"6370","Research_CL_1_Cam_2","1/10/2023","Armadillo",1
"6371","Research_CL_1_Cam_2","1/10/2023","Opossum",1
"6372","Research_CL_1_Cam_2","1/10/2023","Armadillo",1
"6373","Research_CL_1_Cam_2","1/10/2023","Armadillo",1
"6374","Research_CL_1_Cam_2","1/10/2023","Armadillo",1
"6375","Research_CL_1_Cam_2","1/11/2023","Armadillo",1
"6376","Research_CL_1_Cam_2","1/11/2023","Armadillo",1
"6377","Research_CL_1_Cam_2","1/11/2023","Armadillo",1
"6378","Research_CL_1_Cam_2","1/11/2023","Armadillo",1
"6379","Research_CL_1_Cam_2","1/11/2023","Armadillo",1
"6380","Research_CL_1_Cam_2","1/12/2023","Armadillo",1
"6381","Research_CL_1_Cam_2","1/12/2023","Armadillo",1
"6382","Research_CL_1_Cam_2","1/12/2023","Armadillo",1
"6383","Research_CL_1_Cam_2","1/12/2023","Armadillo",1
"6384","Research_CL_1_Cam_2","1/12/2023","Armadillo",1
"6385","Research_CL_1_Cam_2","1/13/2023","Armadillo",1
"6386","Research_CL_1_Cam_2","1/14/2023","Armadillo",1
"6387","Research_CL_1_Cam_2","1/14/2023","Armadillo",1
"6388","Research_CL_1_Cam_2","1/15/2023","Striped Skunk",1
"6389","Research_CL_1_Cam_2","1/15/2023","Armadillo",1
"6390","Research_CL_1_Cam_2","1/15/2023","Armadillo",1
