Camera.ID,Date,Species,Number,Week,Survey
15B,1/21/2023,Gray Squirrel,1,3,12
15B,1/21/2023,Gray Squirrel,1,3,12
194B,1/21/2023,White-tailed Deer,1,3,12
1B,1/21/2023,White-tailed Deer,1,3,12
1B,1/21/2023,Coyote,1,3,12
1B,1/21/2023,Coyote,1,3,12
1B,1/21/2023,Coyote,1,3,12
1B,1/21/2023,Coyote,1,3,12
1B,1/21/2023,Coyote,1,3,12
1B,1/21/2023,Coyote,1,3,12
201B,1/21/2023,White-tailed Deer,1,3,12
206B,1/21/2023,White-tailed Deer,1,3,12
206B,1/21/2023,White-tailed Deer,1,3,12
209B,1/21/2023,Raccoon,1,3,12
20B,1/21/2023,Gray Squirrel,1,3,12
219B,1/21/2023,Armadillo,1,3,12
21B,1/21/2023,Gray Squirrel,1,3,12
34D,1/21/2023,Armadillo,1,3,12
39B,1/21/2023,White-tailed Deer,1,3,12
39B,1/21/2023,White-tailed Deer,1,3,12
45B,1/21/2023,Bird,1,3,12
53B,1/21/2023,Raccoon,1,3,12
64B,1/21/2023,Wild Hog,1,3,12
82B,1/21/2023,Gray Squirrel,1,3,12
82B,1/21/2023,Gray Squirrel,1,3,12
82B,1/21/2023,Gray Squirrel,1,3,12
82B,1/21/2023,Gray Squirrel,1,3,12
88B,1/21/2023,Wild Hog,1,3,12
88B,1/21/2023,White-tailed Deer,1,3,12
Grandview2_CL_1_Cam_12,1/21/2023,Bird,1,3,12
Grandview2_CL_1_Cam_12,1/21/2023,Bird,1,3,12
Grandview2_CL_1_Cam_14,1/21/2023,Raccoon,1,3,12
Grandview2_CL_1_Cam_14,1/21/2023,Fox Squirrel,1,3,12
Grandview2_CL_1_Cam_15,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_15,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_15,1/21/2023,Bird,1,3,12
Grandview2_CL_1_Cam_15,1/21/2023,Gray Squirrel,1,3,12
Grandview2_CL_1_Cam_15,1/21/2023,Bird,1,3,12
Grandview2_CL_1_Cam_15,1/21/2023,Armadillo,1,3,12
Grandview2_CL_1_Cam_15,1/21/2023,Armadillo,1,3,12
Grandview2_CL_1_Cam_15,1/21/2023,Armadillo,1,3,12
Grandview2_CL_1_Cam_2,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_2,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_2,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_2,1/21/2023,Opossum,1,3,12
Grandview2_CL_1_Cam_2,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_2,1/21/2023,Cottontail,1,3,12
Grandview2_CL_1_Cam_2,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_2,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_2,1/21/2023,Cottontail,1,3,12
Grandview2_CL_1_Cam_3,1/21/2023,Opossum,1,3,12
Grandview2_CL_1_Cam_3,1/21/2023,Opossum,1,3,12
Grandview2_CL_1_Cam_4,1/21/2023,Opossum,1,3,12
Grandview2_CL_1_Cam_7,1/21/2023,Fox Squirrel,1,3,12
Grandview2_CL_1_Cam_7,1/21/2023,Bird,1,3,12
Grandview2_CL_1_Cam_7,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_7,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_7,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_8,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_8,1/21/2023,Raccoon,1,3,12
Grandview2_CL_1_Cam_8,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_8,1/21/2023,Rat,1,3,12
Grandview2_CL_1_Cam_8,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_8,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_9,1/21/2023,Raccoon,1,3,12
Grandview2_CL_1_Cam_9,1/21/2023,Mouse,1,3,12
Grandview2_CL_1_Cam_9,1/21/2023,Armadillo,1,3,12
Grandview2_CL_1_Cam_9,1/21/2023,Armadillo,1,3,12
Nacatoch2_CL_1_Cam_2,1/21/2023,Raccoon,1,3,12
Nacatoch2_CL_1_Cam_2,1/21/2023,Gray Squirrel,1,3,12
Nacatoch2_CL_1_Cam_3,1/21/2023,Coyote,1,3,12
Nacatoch2_CL_1_Cam_3,1/21/2023,Cottontail,1,3,12
Nacatoch2_CL_1_Cam_4,1/21/2023,Raccoon,1,3,12
Nacatoch2_CL_1_Cam_4,1/21/2023,White-tailed Deer,3,3,12
Nacatoch2_CL_1_Cam_4,1/21/2023,White-tailed Deer,1,3,12
Nacatoch2_CL_1_Cam_4,1/21/2023,White-tailed Deer,1,3,12
Palmetto_CL_1_Cam_1,1/21/2023,White-tailed Deer,1,3,12
Palmetto_CL_1_Cam_6,1/21/2023,White-tailed Deer,1,3,12
Palmetto_CL_1_Cam_6,1/21/2023,White-tailed Deer,1,3,12
Research_CL_1_Cam_1,1/21/2023,Striped Skunk,1,3,12
Research_CL_1_Cam_1,1/21/2023,White-tailed Deer,1,3,12
Research_CL_1_Cam_1,1/21/2023,White-tailed Deer,1,3,12
Research_CL_1_Cam_1,1/21/2023,White-tailed Deer,1,3,12
Research_CL_1_Cam_1,1/21/2023,White-tailed Deer,1,3,12
Research_CL_1_Cam_1,1/21/2023,Cottontail,1,3,12
Research_CL_1_Cam_1,1/21/2023,Bobcat,1,3,12
Research_CL_1_Cam_1,1/21/2023,Opossum,1,3,12
Research_CL_1_Cam_2,1/21/2023,Armadillo,1,3,12
Research_CL_1_Cam_2,1/21/2023,Armadillo,1,3,12
Research_CL_1_Cam_2,1/21/2023,Armadillo,1,3,12
Research_CL_1_Cam_2,1/21/2023,Armadillo,1,3,12
Research_CL_1_Cam_5,1/21/2023,White-tailed Deer,1,3,12
Research_CL_1_Cam_5,1/21/2023,Mouse,1,3,12
Research_CL_1_Cam_5,1/21/2023,Cottontail,1,3,12
Research_CL_1_Cam_5,1/21/2023,Cottontail,1,3,12
Research_CL_1_Cam_5,1/21/2023,Raccoon,1,3,12
Research_CL_1_Cam_5,1/21/2023,Mouse,1,3,12
Research_CL_1_Cam_5,1/21/2023,Mouse,1,3,12
Research_CL_1_Cam_5,1/21/2023,Cottontail,1,3,12
Research_CL_1_Cam_7,1/21/2023,White-tailed Deer,1,3,12
Saratoga2_CL_1_Cam_5,1/21/2023,Gray Squirrel,1,3,12
Stone2_CL_1_Cam_2,1/21/2023,Raccoon,1,3,12
Stone2_CL_1_Cam_5,1/21/2023,White-tailed Deer,1,3,12
195B,1/22/2023,Gray Squirrel,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Gray Squirrel,1,4,13
1B,1/22/2023,Gray Squirrel,1,4,13
1B,1/22/2023,Coyote,1,4,13
1B,1/22/2023,Coyote,1,4,13
203B,1/22/2023,White-tailed Deer,1,4,13
204B,1/22/2023,Gray Squirrel,1,4,13
209B,1/22/2023,White-tailed Deer,1,4,13
21B,1/22/2023,Gray Squirrel,1,4,13
27B,1/22/2023,Unknown,1,4,13
27B,1/22/2023,Gray Squirrel,1,4,13
27B,1/22/2023,Gray Squirrel,1,4,13
27B,1/22/2023,Gray Squirrel,1,4,13
30B,1/22/2023,Coyote,1,4,13
30B,1/22/2023,Armadillo,1,4,13
39B,1/22/2023,White-tailed Deer,1,4,13
39B,1/22/2023,White-tailed Deer,1,4,13
39B,1/22/2023,Coyote,1,4,13
39B,1/22/2023,White-tailed Deer,1,4,13
45B,1/22/2023,White-tailed Deer,1,4,13
53B,1/22/2023,Gray Squirrel,1,4,13
55B,1/22/2023,Gray Squirrel,1,4,13
55B,1/22/2023,Gray Squirrel,1,4,13
64B,1/22/2023,White-tailed Deer,1,4,13
64B,1/22/2023,White-tailed Deer,1,4,13
64B,1/22/2023,White-tailed Deer,1,4,13
73B,1/22/2023,White-tailed Deer,1,4,13
82B,1/22/2023,Gray Squirrel,1,4,13
82B,1/22/2023,Gray Squirrel,1,4,13
82B,1/22/2023,Gray Squirrel,1,4,13
82B,1/22/2023,Gray Squirrel,1,4,13
82B,1/22/2023,Chipmunk,1,4,13
Grandview2_CL_1_Cam_10,1/22/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_12,1/22/2023,White-tailed Deer,1,4,13
Grandview2_CL_1_Cam_14,1/22/2023,Armadillo,1,4,13
Grandview2_CL_1_Cam_14,1/22/2023,Coyote,1,4,13
Grandview2_CL_1_Cam_15,1/22/2023,Gray Squirrel,1,4,13
Grandview2_CL_1_Cam_2,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/22/2023,Opossum,1,4,13
Grandview2_CL_1_Cam_2,1/22/2023,Armadillo,1,4,13
Grandview2_CL_1_Cam_2,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_4,1/22/2023,Coyote,1,4,13
Grandview2_CL_1_Cam_7,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_7,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_7,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_7,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_7,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/22/2023,Rat,1,4,13
Grandview2_CL_1_Cam_9,1/22/2023,Armadillo,1,4,13
Nacatoch2_CL_1_Cam_3,1/22/2023,Opossum,1,4,13
Nacatoch2_CL_1_Cam_4,1/22/2023,White-tailed Deer,1,4,13
Nacatoch2_CL_1_Cam_4,1/22/2023,White-tailed Deer,3,4,13
Nacatoch2_CL_1_Cam_4,1/22/2023,White-tailed Deer,1,4,13
Palmetto_CL_1_Cam_2,1/22/2023,White-tailed Deer,1,4,13
Palmetto_CL_1_Cam_3,1/22/2023,White-tailed Deer,1,4,13
Palmetto_CL_1_Cam_6,1/22/2023,White-tailed Deer,1,4,13
Palmetto_CL_1_Cam_6,1/22/2023,Opossum,1,4,13
Research_CL_1_Cam_1,1/22/2023,Striped Skunk,1,4,13
Research_CL_1_Cam_1,1/22/2023,Opossum,1,4,13
Research_CL_1_Cam_1,1/22/2023,White-tailed Deer,1,4,13
Research_CL_1_Cam_1,1/22/2023,Bird,1,4,13
Research_CL_1_Cam_1,1/22/2023,White-tailed Deer,2,4,13
Research_CL_1_Cam_2,1/22/2023,Armadillo,1,4,13
Research_CL_1_Cam_2,1/22/2023,Armadillo,1,4,13
Research_CL_1_Cam_2,1/22/2023,Armadillo,2,4,13
Research_CL_1_Cam_2,1/22/2023,Armadillo,1,4,13
Research_CL_1_Cam_5,1/22/2023,Cottontail,1,4,13
Research_CL_1_Cam_5,1/22/2023,Cat,1,4,13
Research_CL_1_Cam_5,1/22/2023,Cottontail,1,4,13
Research_CL_1_Cam_5,1/22/2023,Cottontail,1,4,13
Research_CL_1_Cam_5,1/22/2023,Cottontail,1,4,13
Research_CL_1_Cam_5,1/22/2023,Cottontail,1,4,13
Research_CL_1_Cam_7,1/22/2023,Cat,1,4,13
Sandhills2_CL_1_Cam_5,1/22/2023,Gray Squirrel,1,4,13
Sandhills2_CL_1_Cam_5,1/22/2023,Gray Squirrel,1,4,13
Sandhills2_CL_1_Cam_5,1/22/2023,Gray Squirrel,1,4,13
Saratoga2_CL_1_Cam_5,1/22/2023,Gray Squirrel,1,4,13
Stone2_CL_1_Cam_3,1/22/2023,White-tailed Deer,1,4,13
Stone2_CL_1_Cam_4,1/22/2023,Coyote,1,4,13
15B,1/23/2023,Gray Squirrel,1,4,13
15B,1/23/2023,Gray Squirrel,1,4,13
195B,1/23/2023,White-tailed Deer,1,4,13
199B,1/23/2023,White-tailed Deer,1,4,13
199B,1/23/2023,White-tailed Deer,1,4,13
1B,1/23/2023,Coyote,1,4,13
1B,1/23/2023,Coyote,1,4,13
1B,1/23/2023,Gray Squirrel,1,4,13
1B,1/23/2023,Gray Squirrel,1,4,13
1B,1/23/2023,Gray Squirrel,1,4,13
1B,1/23/2023,Gray Squirrel,1,4,13
202B,1/23/2023,Bird,1,4,13
204B,1/23/2023,Gray Squirrel,1,4,13
204B,1/23/2023,Gray Squirrel,1,4,13
204B,1/23/2023,Gray Squirrel,1,4,13
206B,1/23/2023,Wild Hog,1,4,13
222B,1/23/2023,Gray Squirrel,1,4,13
27B,1/23/2023,Gray Squirrel,1,4,13
27B,1/23/2023,Gray Squirrel,1,4,13
27B,1/23/2023,Gray Squirrel,1,4,13
27B,1/23/2023,Gray Squirrel,1,4,13
30B,1/23/2023,Gray Squirrel,1,4,13
34D,1/23/2023,Gray Squirrel,1,4,13
39B,1/23/2023,White-tailed Deer,1,4,13
39B,1/23/2023,Gray Squirrel,1,4,13
73B,1/23/2023,Gray Squirrel,1,4,13
73B,1/23/2023,Gray Squirrel,1,4,13
73B,1/23/2023,Gray Squirrel,1,4,13
73B,1/23/2023,Gray Squirrel,1,4,13
73B,1/23/2023,Gray Squirrel,1,4,13
82B,1/23/2023,Gray Squirrel,1,4,13
82B,1/23/2023,Gray Squirrel,1,4,13
82B,1/23/2023,Gray Squirrel,1,4,13
82B,1/23/2023,Gray Squirrel,1,4,13
82B,1/23/2023,Gray Squirrel,1,4,13
82B,1/23/2023,Gray Squirrel,1,4,13
82B,1/23/2023,Gray Squirrel,1,4,13
82B,1/23/2023,Gray Squirrel,1,4,13
88B,1/23/2023,White-tailed Deer,1,4,13
8B,1/23/2023,Gray Squirrel,1,4,13
8B,1/23/2023,Gray Squirrel,1,4,13
8B,1/23/2023,Gray Squirrel,1,4,13
8B,1/23/2023,Gray Squirrel,1,4,13
Grandview2_CL_1_Cam_10,1/23/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_10,1/23/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_14,1/23/2023,Unknown,1,4,13
Grandview2_CL_1_Cam_14,1/23/2023,Raccoon,2,4,13
Grandview2_CL_1_Cam_14,1/23/2023,Armadillo,1,4,13
Grandview2_CL_1_Cam_15,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_15,1/23/2023,Bird,1,4,13
Grandview2_CL_1_Cam_15,1/23/2023,Armadillo,1,4,13
Grandview2_CL_1_Cam_15,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_15,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_1,1/23/2023,White-tailed Deer,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Bird,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Opossum,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_3,1/23/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_4,1/23/2023,Fox Squirrel,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,White-tailed Deer,1,4,13
Grandview2_CL_1_Cam_7,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/23/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/23/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/23/2023,Cottontail,1,4,13
Grandview2_CL_1_Cam_8,1/23/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/23/2023,Cottontail,1,4,13
Grandview2_CL_1_Cam_8,1/23/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/23/2023,Mouse,1,4,13
Nacatoch2_CL_1_Cam_4,1/23/2023,White-tailed Deer,1,4,13
Research_CL_1_Cam_1,1/23/2023,Gray Fox,1,4,13
Research_CL_1_Cam_1,1/23/2023,Bobcat,1,4,13
Research_CL_1_Cam_1,1/23/2023,Bobcat,1,4,13
Research_CL_1_Cam_1,1/23/2023,White-tailed Deer,1,4,13
Research_CL_1_Cam_1,1/23/2023,White-tailed Deer,1,4,13
Research_CL_1_Cam_1,1/23/2023,Opossum,1,4,13
Research_CL_1_Cam_2,1/23/2023,Armadillo,1,4,13
Research_CL_1_Cam_2,1/23/2023,Armadillo,1,4,13
Research_CL_1_Cam_2,1/23/2023,Armadillo,1,4,13
Research_CL_1_Cam_2,1/23/2023,Armadillo,1,4,13
Research_CL_1_Cam_5,1/23/2023,Mouse,1,4,13
Research_CL_1_Cam_5,1/23/2023,Cottontail,1,4,13
Research_CL_1_Cam_5,1/23/2023,Bird,1,4,13
Research_CL_1_Cam_5,1/23/2023,Bird,1,4,13
Research_CL_1_Cam_5,1/23/2023,Mouse,1,4,13
Research_CL_1_Cam_5,1/23/2023,Cottontail,1,4,13
Research_CL_1_Cam_8,1/23/2023,Raccoon,1,4,13
Research_CL_1_Cam_8,1/23/2023,Raccoon,1,4,13
Research_CL_1_Cam_8,1/23/2023,Raccoon,1,4,13
Research_CL_1_Cam_8,1/23/2023,White-tailed Deer,1,4,13
Research_CL_1_Cam_8,1/23/2023,Raccoon,1,4,13
Sandhills2_CL_1_Cam_6,1/23/2023,Bird,1,4,13
Sandhills2_CL_1_Cam_5,1/23/2023,Gray Squirrel,1,4,13
Sandhills2_CL_1_Cam_5,1/23/2023,Gray Squirrel,1,4,13
Saratoga2_CL_1_Cam_3,1/23/2023,Raccoon,1,4,13
Saratoga2_CL_1_Cam_5,1/23/2023,Gray Squirrel,1,4,13
Saratoga2_CL_1_Cam_5,1/23/2023,Gray Squirrel,1,4,13
Saratoga2_CL_1_Cam_5,1/23/2023,Coyote,1,4,13
Stone2_CL_1_Cam_3,1/23/2023,White-tailed Deer,1,4,13
Stone2_CL_1_Cam_3,1/23/2023,White-tailed Deer,1,4,13
Stone2_CL_1_Cam_3,1/23/2023,White-tailed Deer,1,4,13
Stone2_CL_1_Cam_5,1/23/2023,White-tailed Deer,2,4,13
Stone2_CL_1_Cam_5,1/23/2023,White-tailed Deer,1,4,13
Stone2_CL_1_Cam_6,1/23/2023,White-tailed Deer,1,4,13
15B,1/24/2023,White-tailed Deer,1,4,13
15B,1/24/2023,White-tailed Deer,1,4,13
1B,1/24/2023,Coyote,1,4,13
203B,1/24/2023,Armadillo,1,4,13
21B,1/24/2023,Gray Squirrel,1,4,13
21B,1/24/2023,Gray Squirrel,1,4,13
21B,1/24/2023,Gray Squirrel,1,4,13
27B,1/24/2023,Gray Squirrel,1,4,13
27B,1/24/2023,Gray Squirrel,1,4,13
39B,1/24/2023,White-tailed Deer,1,4,13
45B,1/24/2023,Bird,1,4,13
53B,1/24/2023,Armadillo,1,4,13
55B,1/24/2023,Mouse,1,4,13
64B,1/24/2023,White-tailed Deer,1,4,13
73B,1/24/2023,White-tailed Deer,1,4,13
73B,1/24/2023,White-tailed Deer,1,4,13
74B,1/24/2023,White-tailed Deer,1,4,13
82B,1/24/2023,Gray Squirrel,1,4,13
82B,1/24/2023,Gray Squirrel,1,4,13
82B,1/24/2023,Gray Squirrel,1,4,13
82B,1/24/2023,Gray Squirrel,1,4,13
82B,1/24/2023,White-tailed Deer,1,4,13
82B,1/24/2023,White-tailed Deer,1,4,13
92B,1/24/2023,White-tailed Deer,1,4,13
Grandview2_CL_1_Cam_10,1/24/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_14,1/24/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_2,1/24/2023,Cottontail,1,4,13
Grandview2_CL_1_Cam_2,1/24/2023,Armadillo,1,4,13
Grandview2_CL_1_Cam_3,1/24/2023,Fox Squirrel,1,4,13
Grandview2_CL_1_Cam_4,1/24/2023,White-tailed Deer,1,4,13
Grandview2_CL_1_Cam_4,1/24/2023,Fox Squirrel,1,4,13
Grandview2_CL_1_Cam_7,1/24/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_7,1/24/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_7,1/24/2023,Bird,1,4,13
Grandview2_CL_1_Cam_8,1/24/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/24/2023,Cottontail,1,4,13
Grandview2_CL_1_Cam_8,1/24/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/24/2023,Bird,1,4,13
Grandview2_CL_1_Cam_8,1/24/2023,Bird,1,4,13
Grandview2_CL_1_Cam_8,1/24/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/24/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/24/2023,Rat,1,4,13
Grandview2_CL_1_Cam_8,1/24/2023,Armadillo,1,4,13
Grandview2_CL_1_Cam_9,1/24/2023,Bird,1,4,13
Nacatoch2_CL_1_Cam_2,1/24/2023,Raccoon,1,4,13
Nacatoch2_CL_1_Cam_3,1/24/2023,Cottontail,1,4,13
Nacatoch2_CL_1_Cam_4,1/24/2023,White-tailed Deer,1,4,13
Nacatoch2_CL_1_Cam_4,1/24/2023,White-tailed Deer,1,4,13
Nacatoch2_CL_1_Cam_4,1/24/2023,White-tailed Deer,2,4,13
Palmetto_CL_1_Cam_2,1/24/2023,White-tailed Deer,1,4,13
Palmetto_CL_1_Cam_6,1/24/2023,Person,1,4,13
Palmetto_CL_1_Cam_6,1/24/2023,Opossum,1,4,13
Palmetto_CL_1_Cam_6,1/24/2023,White-tailed Deer,1,4,13
Research_CL_1_Cam_1,1/24/2023,White-tailed Deer,1,4,13
Research_CL_1_Cam_1,1/24/2023,Striped Skunk,1,4,13
Research_CL_1_Cam_1,1/24/2023,Opossum,1,4,13
Research_CL_1_Cam_1,1/24/2023,Opossum,1,4,13
Research_CL_1_Cam_2,1/24/2023,Armadillo,1,4,13
Research_CL_1_Cam_2,1/24/2023,Armadillo,1,4,13
Research_CL_1_Cam_2,1/24/2023,Armadillo,1,4,13
Research_CL_1_Cam_2,1/24/2023,Armadillo,1,4,13
Research_CL_1_Cam_2,1/24/2023,Armadillo,1,4,13
Research_CL_1_Cam_5,1/24/2023,Cottontail,1,4,13
Research_CL_1_Cam_5,1/24/2023,Cottontail,1,4,13
Research_CL_1_Cam_5,1/24/2023,Cottontail,1,4,13
Research_CL_1_Cam_5,1/24/2023,Mouse,1,4,13
Research_CL_1_Cam_5,1/24/2023,Cottontail,1,4,13
Sandhills2_CL_1_Cam_5,1/24/2023,Gray Squirrel,1,4,13
Sandhills2_CL_1_Cam_5,1/24/2023,Gray Squirrel,1,4,13
Sandhills2_CL_1_Cam_5,1/24/2023,Raccoon,1,4,13
Saratoga2_CL_1_Cam_4,1/24/2023,White-tailed Deer,2,4,13
Stone2_CL_1_Cam_2,1/24/2023,Mouse,1,4,13
Stone2_CL_1_Cam_3,1/24/2023,White-tailed Deer,1,4,13
Stone2_CL_1_Cam_3,1/24/2023,White-tailed Deer,1,4,13
Stone2_CL_1_Cam_5,1/24/2023,White-tailed Deer,1,4,13
Stone2_CL_1_Cam_5,1/24/2023,White-tailed Deer,1,4,13
194B,1/25/2023,White-tailed Deer,1,4,13
194B,1/25/2023,White-tailed Deer,1,4,13
199B,1/25/2023,Bird,1,4,13
1B,1/25/2023,White-tailed Deer,1,4,13
21B,1/25/2023,White-tailed Deer,1,4,13
21B,1/25/2023,Gray Squirrel,1,4,13
27B,1/25/2023,White-tailed Deer,1,4,13
27B,1/25/2023,Gray Squirrel,1,4,13
27B,1/25/2023,Gray Squirrel,1,4,13
34D,1/25/2023,Armadillo,1,4,13
45B,1/25/2023,Bird,1,4,13
45B,1/25/2023,Bird,1,4,13
64B,1/25/2023,White-tailed Deer,1,4,13
64B,1/25/2023,White-tailed Deer,1,4,13
73B,1/25/2023,Bird,1,4,13
73B,1/25/2023,Armadillo,1,4,13
82B,1/25/2023,Gray Squirrel,1,4,13
82B,1/25/2023,Gray Squirrel,1,4,13
82B,1/25/2023,Gray Squirrel,1,4,13
8B,1/25/2023,Gray Squirrel,1,4,13
Grandview2_CL_1_Cam_10,1/25/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_10,1/25/2023,White-tailed Deer,1,4,13
Grandview2_CL_1_Cam_10,1/25/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_10,1/25/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_15,1/25/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_15,1/25/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/25/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/25/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_2,1/25/2023,Opossum,1,4,13
Grandview2_CL_1_Cam_2,1/25/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_4,1/25/2023,Raccoon,1,4,13
Grandview2_CL_1_Cam_7,1/25/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/25/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/25/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/25/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/25/2023,Bird,1,4,13
Grandview2_CL_1_Cam_7,1/25/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_7,1/25/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/25/2023,Cottontail,1,4,13
Grandview2_CL_1_Cam_8,1/25/2023,Mouse,1,4,13
Grandview2_CL_1_Cam_8,1/25/2023,Opossum,1,4,13
Grandview2_CL_1_Cam_8,1/25/2023,Mouse,1,4,13
